epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,40716.3,0.48178,0.3081,0.99598,0.94288,0.97772,0.94806,0.63533,1.12378,0.49423,1.52153,0.00026422,0.00026422,0.00026422
172,41038.6,0.48643,0.31327,0.99796,0.94036,0.96574,0.95221,0.65185,1.11558,0.47517,1.52082,0.000255968,0.000255968,0.000255968
173,41334.7,0.46636,0.30593,0.99148,0.94593,0.96574,0.95469,0.64579,1.1056,0.48263,1.5104,0.000247716,0.000247716,0.000247716
174,41622.9,0.484,0.30985,0.9892,0.94646,0.96574,0.9574,0.65238,1.10217,0.47038,1.5105,0.000239465,0.000239465,0.000239465
175,41901.2,0.47082,0.30966,0.9953,0.9385,0.96574,0.95393,0.64494,1.11363,0.47321,1.53695,0.000231213,0.000231213,0.000231213
176,42180.4,0.47272,0.31058,0.98716,0.93997,0.96574,0.95385,0.64996,1.12633,0.48658,1.56747,0.000222961,0.000222961,0.000222961
177,42437.1,0.47859,0.3126,1.00447,0.94295,0.97756,0.95505,0.64078,1.13978,0.49209,1.57086,0.00021471,0.00021471,0.00021471
178,42665.5,0.46806,0.30447,0.99192,0.93987,0.96574,0.95443,0.6457,1.13316,0.50024,1.55697,0.000206458,0.000206458,0.000206458
179,42899.4,0.46351,0.30276,0.9999,0.94001,0.96574,0.95159,0.63337,1.13341,0.49877,1.56932,0.000198206,0.000198206,0.000198206
180,43197.4,0.46105,0.29701,0.9872,0.95382,0.96574,0.9527,0.63543,1.12215,0.49687,1.56025,0.000189955,0.000189955,0.000189955
181,43492.6,0.45912,0.29422,0.99118,0.95948,0.96574,0.95758,0.63777,1.12908,0.46346,1.55662,0.000181703,0.000181703,0.000181703
182,43771.9,0.45474,0.30545,0.98241,0.94606,0.96574,0.95815,0.64772,1.11333,0.47064,1.55346,0.000173451,0.000173451,0.000173451
183,44000.1,0.45693,0.30003,0.98711,0.96013,0.95292,0.95799,0.64942,1.11979,0.4701,1.55112,0.0001652,0.0001652,0.0001652
184,44253,0.46746,0.30581,0.98216,0.94627,0.96524,0.95763,0.64464,1.11491,0.4701,1.54286,0.000156948,0.000156948,0.000156948
185,44534.5,0.45593,0.30192,0.9872,0.94676,0.96574,0.95574,0.64639,1.10747,0.47462,1.54348,0.000148696,0.000148696,0.000148696
186,44817.3,0.45609,0.30332,0.99142,0.94515,0.96574,0.9524,0.63838,1.11432,0.48513,1.55651,0.000140445,0.000140445,0.000140445
187,45093.5,0.44257,0.29773,0.98035,0.95944,0.96496,0.96262,0.65526,1.10893,0.4746,1.55122,0.000132193,0.000132193,0.000132193
188,45322.1,0.44488,0.289,0.97669,0.95967,0.96574,0.95666,0.65277,1.1034,0.47391,1.53785,0.000123941,0.000123941,0.000123941
189,45549.7,0.46891,0.30437,0.99296,0.94624,0.96574,0.95675,0.65672,1.09887,0.46838,1.54293,0.00011569,0.00011569,0.00011569
190,45815.9,0.43033,0.28124,0.97579,0.94022,0.96574,0.95994,0.65576,1.09348,0.47427,1.5441,0.000107438,0.000107438,0.000107438
191,46124.8,0.39087,0.25702,0.96939,0.94765,0.96574,0.95974,0.65342,1.1207,0.46251,1.58657,9.91865e-05,9.91865e-05,9.91865e-05
192,46409.3,0.34275,0.22708,0.93891,0.94692,0.96574,0.95933,0.64817,1.10309,0.47464,1.59183,9.09349e-05,9.09349e-05,9.09349e-05
193,46752.6,0.34287,0.21892,0.92628,0.94726,0.96574,0.95948,0.65663,1.0955,0.46921,1.5835,8.26832e-05,8.26832e-05,8.26832e-05
194,47139,0.33313,0.21547,0.92414,0.94691,0.96574,0.96009,0.64993,1.10584,0.47027,1.59946,7.44316e-05,7.44316e-05,7.44316e-05
195,47552,0.32866,0.21294,0.92528,0.9463,0.96574,0.96241,0.65004,1.10096,0.47848,1.59413,6.61799e-05,6.61799e-05,6.61799e-05
196,47843.4,0.31911,0.20411,0.90559,0.94744,0.96574,0.96203,0.65338,1.10157,0.48655,1.58876,5.79283e-05,5.79283e-05,5.79283e-05
197,48229.1,0.31884,0.20052,0.91516,0.93976,0.96574,0.96147,0.6494,1.11629,0.48541,1.61043,4.96766e-05,4.96766e-05,4.96766e-05
198,48821.1,0.31372,0.20087,0.91158,0.94698,0.96339,0.96258,0.65447,1.10998,0.47621,1.6082,4.1425e-05,4.1425e-05,4.1425e-05
199,49318.8,0.3213,0.20454,0.92105,0.94714,0.96493,0.96407,0.65782,1.10859,0.47505,1.59722,3.31733e-05,3.31733e-05,3.31733e-05
200,49601,0.31181,0.19894,0.90838,0.94699,0.96574,0.962,0.6529,1.10019,0.47406,1.59124,2.49217e-05,2.49217e-05,2.49217e-05
